   0.0000000e+00   1.6684356e+04   7.3943500e+01   7.3844700e+01   3.2035250e+02   3.1963750e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0019830e+05   3.0347163e+01   8.8614423e+00   8.6949837e+00   1.6907224e+01   1.5540986e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5381356e+01   0.0000000e+00
   8.3333330e-02   1.6714213e+04   7.3871900e+01   7.3789700e+01   3.1978340e+02   3.1972310e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0052695e+05   6.3869100e+01   9.2965226e+00   9.2014206e+00   2.3312572e+01   2.1486959e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.1789951e+01   0.0000000e+00
   1.6666666e-01   1.6745969e+04   7.3844100e+01   7.3736500e+01   3.1960620e+02   3.1951330e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0085642e+05   1.0177136e+02   1.0039157e+01   9.7667398e+00   2.7219049e+01   2.5481129e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.3057991e+01   0.0000000e+00
   2.4999999e-01   1.6778868e+04   7.3706800e+01   7.3899800e+01   3.1950850e+02   3.1915710e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0118665e+05   1.4467774e+02   1.0118640e+01   1.0071172e+01   3.0332872e+01   2.9224097e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.2523516e+01   0.0000000e+00
   3.3333332e-01   1.6812564e+04   7.3870000e+01   7.3875100e+01   3.1974020e+02   3.1935950e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0151729e+05   1.8539397e+02   1.0504206e+01   1.0287268e+01   3.1812930e+01   3.1336459e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.1171480e+01   0.0000000e+00
   4.1666665e-01   1.6847112e+04   7.3919800e+01   7.4021200e+01   3.1974650e+02   3.1979250e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0184873e+05   2.3010004e+02   1.0418917e+01   1.0496445e+01   3.2764200e+01   3.2858686e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.7254515e+01   0.0000000e+00
   4.9999998e-01   1.6881794e+04   7.4023600e+01   7.4093600e+01   3.2022970e+02   3.1961390e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0218043e+05   2.7409078e+02   1.0740679e+01   1.0459760e+01   3.3030686e+01   3.3415608e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.4973133e+01   0.0000000e+00
   5.8333331e-01   1.6916949e+04   7.4158500e+01   7.4080300e+01   3.2042910e+02   3.2006040e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0251283e+05   3.0610397e+02   1.0685279e+01   1.0593407e+01   3.3393381e+01   3.3690522e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.9802503e+01   0.0000000e+00
   6.6666664e-01   1.6951923e+04   7.4157600e+01   7.4201200e+01   3.2121930e+02   3.2018210e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0284530e+05   3.4025491e+02   1.0506446e+01   1.0636147e+01   3.3475144e+01   3.3325783e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.5605339e+01   0.0000000e+00
   7.4999997e-01   1.6987485e+04   7.4467500e+01   7.4202700e+01   3.2141160e+02   3.2061670e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0317899e+05   3.6505815e+02   1.0689826e+01   1.0766801e+01   3.3148820e+01   3.3343191e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0068018e+02   0.0000000e+00
