  8.0764936e+000 -1.1408943e+000
  4.4738207e+000  8.9275698e-001
  5.6824381e+000  9.8659567e+000
  4.7282432e+000  4.0970125e+000
  5.9311981e+000  6.4618971e+000
  5.2603019e+000  7.1763646e+000
  4.7135983e+000  3.4208083e+000
  2.7244169e+000  4.9581365e+000
  3.9156862e+000  4.1847867e+000
  3.6141605e+000  7.9373710e+000
  6.9193141e+000  7.7886831e+000
 -1.0097314e+000  4.3680079e+000
  7.3137545e+000  6.5598051e+000
  4.1422763e+000  2.7627499e+000
  8.2020832e+000  8.4538367e+000
  8.4549859e+000  7.1129650e+000
  1.6546844e+000  7.0423622e+000
  1.2583477e+000  3.0223636e+000
  6.1351664e+000  4.8415045e+000
  7.0839671e+000 -1.0488500e+000
  9.8719295e+000  7.2817187e+000
  2.3157742e+000  7.4594674e+000
  1.1886187e+000  5.9151850e+000
  6.5135437e+000  2.7411114e+000
  9.4409451e+000  8.7244667e+000
  5.7496174e+000  4.8491468e+000
  4.1791330e+000  7.5402753e+000
  5.0741784e+000  3.1860927e+000
  2.8973678e+000  4.4042194e+000
  4.5706205e+000 -9.4683642e-001
  7.5731710e+000  6.8413805e+000
  7.8922029e+000  2.9483236e+000
  3.8386004e+000  5.2422450e+000
 -4.1784309e-001  4.6094798e+000
  1.6342079e+000  5.2807583e+000
  7.8826206e+000  7.5159461e+000
  7.2361099e+000  3.6774956e+000
  4.0336950e+000  1.6639134e+000
  2.2001905e+000  5.6544973e+000
  5.6649944e+000  8.2096140e+000
  6.2504147e+000  2.5331375e+000
  1.1170172e+001  5.0613557e+000
  3.1081662e+000  4.0894186e+000
  4.4958432e+000  4.5398875e+000
  4.7521903e+000  7.7707095e+000
  6.1226152e+000  3.5483921e+000
  3.7768640e+000  9.4054365e+000
  7.2405179e+000 -8.3757889e-001
  2.1357536e+000  4.2874266e+000
  4.1572723e+000  7.5357750e+000
  4.5109350e+000  5.2752829e+000
  2.0022230e+000  7.0174301e+000
  1.7121275e+000  8.1579471e+000
  4.7776011e+000  1.5668609e+000
  5.5080754e+000  8.0718946e+000
  7.8317500e+000  9.8762922e+000
  3.0054003e+000  3.9113527e+000
  1.2719174e+001  3.2524501e+000
  3.3979562e+000  4.2338576e+000
  8.4547091e+000  7.7457791e+000
  3.2269918e+000  4.0793573e+000
  5.5744430e+000  7.4423397e+000
  6.1256176e+000  2.8381530e+000
  4.0205594e+000 -5.4401537e-001
  3.0566700e+000  2.3895499e+000
  7.5474056e+000  3.6188365e+000
  4.7589094e+000  6.4818406e+000
  5.7939747e+000  2.6793046e+000
  3.0108830e+000  8.1880964e+000
  7.1854657e+000  8.1106119e+000
  6.4344570e+000  3.4422036e+000
  4.3623923e+000  8.9069488e-001
  3.8932008e+000  5.9540445e+000
  5.4477036e+000  1.5941804e+000
  7.6127024e+000  6.5870688e+000
  5.5983672e+000  2.9023739e+000
  5.3791590e+000  3.3997285e+000
  1.3907289e+000  7.3643472e+000
  6.0355726e+000  7.6440978e+000
  3.8862544e+000  4.9026554e+000
  8.5046182e+000  4.0910478e+000
  1.0478605e+001  4.0149320e+000
  1.5125107e+000  6.3794782e+000
  5.1931150e+000  4.2001765e+000
  9.9819261e+000  9.1989294e+000
  7.1151593e+000  3.2150554e+000
  4.7756594e+000  1.9036527e+000
  3.9194450e+000  5.6019762e+000
  7.3228803e+000  9.2947289e+000
  4.9481903e+000  3.4127326e+000
  2.4819811e+000  8.3603828e+000
  3.7359088e+000  6.8143671e-001
  3.8064411e+000  5.0547222e+000
  5.2158876e+000  4.5074035e+000
