  7.9779572e+000 -1.0241268e+000
  4.5761775e+000  1.0898776e+000
  5.6015406e+000  9.7869632e+000
  4.9422486e+000  3.8906610e+000
  6.0361221e+000  6.6132700e+000
  5.5653357e+000  7.2359354e+000
  4.8418578e+000  3.2027800e+000
  2.7899239e+000  5.0031083e+000
  3.6897108e+000  4.2889543e+000
  3.5633674e+000  8.1253786e+000
  7.0267905e+000  7.6540131e+000
 -8.9626138e-001  4.3742955e+000
  7.3169673e+000  6.7203061e+000
  4.0696051e+000  2.5872841e+000
  8.0770548e+000  8.3201767e+000
  8.4311922e+000  7.1932780e+000
  1.5826072e+000  7.1021311e+000
  1.5006001e+000  3.2231525e+000
  6.0449682e+000  4.7276822e+000
  7.2039075e+000 -6.7138882e-001
  9.8031989e+000  7.2167261e+000
  2.4570656e+000  7.5876380e+000
  1.3850467e+000  5.8664782e+000
  6.4070428e+000  2.7527291e+000
  9.3594307e+000  8.5117917e+000
  5.7234821e+000  5.0163845e+000
  4.1082176e+000  7.5240244e+000
  5.0200795e+000  3.1202761e+000
  3.0521392e+000  4.6905325e+000
  4.6070571e+000 -8.2284346e-001
  7.6450970e+000  6.8857878e+000
  7.9885822e+000  2.8801924e+000
  3.8591913e+000  5.1263180e+000
 -3.8137936e-001  4.6225638e+000
  1.5800518e+000  5.1437340e+000
  7.8505650e+000  7.6386748e+000
  7.3700418e+000  3.7897672e+000
  3.9841816e+000  1.8231734e+000
  2.3416643e+000  5.7304843e+000
  5.7194307e+000  8.0352306e+000
  6.0619434e+000  2.3802305e+000
  1.1098119e+001  4.9656758e+000
  2.9672379e+000  3.8580725e+000
  4.6751186e+000  4.4598255e+000
  4.6096630e+000  7.5769074e+000
  5.9628352e+000  3.8804724e+000
  3.8226773e+000  9.2520531e+000
  7.3426840e+000 -4.9528277e-001
  2.3644467e+000  4.1936954e+000
  3.9995397e+000  7.5820800e+000
  4.7336004e+000  5.2763600e+000
  2.1700648e+000  6.9376656e+000
  1.9148912e+000  8.1318105e+000
  4.9274745e+000  1.7428617e+000
  5.5403239e+000  8.1534905e+000
  7.8359134e+000  9.8072783e+000
  2.9778018e+000  4.0646061e+000
  1.2483375e+001  3.3867849e+000
  3.2613700e+000  4.4524561e+000
  8.3874201e+000  7.8254223e+000
  3.3350160e+000  4.2543474e+000
  5.3728729e+000  7.4843437e+000
  6.1029928e+000  2.8270458e+000
  4.2005812e+000 -5.2512823e-001
  3.2593699e+000  2.4511597e+000
  7.5133132e+000  3.6650931e+000
  4.9961247e+000  6.3938901e+000
  5.9109401e+000  2.7171594e+000
  2.9656359e+000  8.1924664e+000
