  6.0347734e+000  1.4174962e+000
  7.4794441e+000  5.8131218e+000
  3.5725963e+000  7.8410088e+000
  7.4818777e+000  2.4059349e+000
  7.3157879e+000  7.2973120e+000
  8.3935822e+000  6.8392970e+000
  7.7410710e+000  3.2120834e+000
  3.9592672e+000  2.4694584e+000
  2.5878356e+000  4.6105778e+000
  3.0341645e+000  8.0251117e+000
  7.1864265e+000  5.6834880e+000
  1.0659797e+000  4.4647032e+000
  6.6689361e+000  7.3849908e+000
  3.0860022e+000  8.8953922e-001
  5.5963072e+000  5.5796148e+000
  6.2805859e+000  7.1691361e+000
  2.7363315e+000  7.4247247e+000
  6.8201786e+000  6.4691014e+000
  6.4506460e+000  1.7515126e+000
  8.2468405e+000  6.1083949e+000
  8.0399117e+000  5.8796734e+000
  4.5712517e+000  8.0171811e+000
  4.7722650e+000  4.5979293e+000
  5.6238560e+000  3.8170683e+000
  6.8695748e+000  5.3216495e+000
  6.8000308e+000  7.2854821e+000
  2.3386907e+000  7.9245645e+000
  7.3462793e+000  3.5006108e+000
  5.6831976e+000  6.8234232e+000
  5.6246233e+000  1.7590147e+000
  6.6921036e+000  7.1488385e+000
  8.3635854e+000  2.7213382e+000
  2.3287203e+000  2.1127538e+000
  3.2723029e-001  4.7069252e+000
  3.0767721e+000  2.6570417e+000
  6.7092795e+000  7.5784337e+000
  7.2732352e+000  5.4010182e+000
  2.5910965e+000  5.2231653e+000
  4.1766416e+000  7.1200970e+000
  6.8605256e+000  4.5525986e+000
  3.3429661e+000  2.8632869e+000
  8.8296206e+000  3.3228173e+000
  2.9649160e+000  2.8310816e+000
  7.6527437e+000  1.6976816e+000
  2.2136885e+000  5.9877444e+000
  4.3332172e+000  7.7297416e+000
  3.1070290e+000  6.0155663e+000
  8.0653594e+000  5.7468825e+000
  6.6226722e+000  3.1657031e+000
  2.5327043e+000  7.6903920e+000
  8.1339481e+000  3.6339946e+000
  4.3091728e+000  7.3038195e+000
  5.5771442e+000  7.0136170e+000
  7.4103929e+000  5.8460082e+000
  6.8442468e+000  6.7162830e+000
  7.5701781e+000  8.0890652e+000
  3.0070957e+000  4.6807132e+000
  7.4989799e+000  5.5581244e+000
  2.7696985e+000  4.5625276e+000
  6.4416489e+000  7.4897926e+000
  2.8995535e+000  4.6460679e+000
  1.5533897e+000  7.7807873e+000
  5.7390928e+000  3.7903019e+000
  7.3915322e+000  1.9265497e-001
  7.2006776e+000  4.2397025e+000
  3.9362593e+000  2.7885435e+000
  8.5193646e+000  6.6998531e+000
  5.5150391e+000  3.8528334e+000
  3.1247455e+000  7.5149623e+000
  8.1778348e+000  7.0049894e+000
  5.7146321e+000  3.2582699e+000
  3.0025178e+000  3.1033750e+000
  2.0206922e+000  8.3772297e+000
  2.5470391e+000  2.6534052e+000
  6.5355411e+000  7.2390752e+000
  6.3859131e+000  3.7048490e+000
  8.1607715e+000  2.5187791e+000
  2.8985079e+000  7.5901647e+000
  6.6690025e+000  3.9821075e+000
  2.2556439e+000  2.3231482e+000
  8.0847372e+000  6.2554293e+000
  7.3280982e+000  5.3165096e+000
  2.7829657e+000  8.0474084e+000
  6.9694904e+000  2.5678307e+000
  5.7513389e+000  5.1449877e+000
  4.5659851e+000  3.7600557e+000
  2.9348715e+000  2.9536882e+000
  2.4558762e+000  3.2089951e+000
  5.9837230e+000  4.8796055e+000
  9.0513318e+000  2.3613771e+000
  4.4000872e+000  7.1468880e+000
  2.7910975e+000  5.8772185e-001
  2.5066932e+000  2.3219853e+000
  7.2195792e+000  2.2106941e+000
  1.3485266e+000  2.3823938e+000
  9.0780215e+000  3.2392086e+000
  2.1229228e+000  4.5915589e+000
  2.3184327e+000  7.3511560e+000
  2.2506560e+000  3.2771640e+000
  2.2844939e+000  2.9997920e+000
  7.6733072e+000  7.1678056e+000
  4.1163626e+000  2.6517617e+000
  6.5510691e+000  7.2833898e-001
  7.7741153e+000  5.6703838e+000
  6.4545550e+000  2.7425400e+000
  2.7911005e+000  5.5531520e+000
  4.0970154e+000  2.7910279e+000
  3.3181402e+000  2.5913359e+000
  6.1520587e+000  3.3065602e+000
  1.8699302e+000  7.3501197e+000
  5.9734190e+000  3.3654936e+000
  7.4318921e+000  2.5886477e+000
  6.4559920e+000  2.1380983e+000
  1.4981449e+000  6.9353959e+000
  6.1330953e-001  3.2998532e+000
  6.1029100e+000  5.6702236e+000
  5.8020231e+000  5.0650228e+000
  5.7135807e+000  3.3765137e+000
  5.7677221e+000  5.1307081e+000
  3.6841018e+000  7.7604359e+000
  7.7566444e+000  5.9397340e+000
  3.6797230e+000  5.2376748e+000
  6.1585675e+000  3.3272826e+000
  5.5353130e+000  7.0656259e+000
  2.4020269e+000  3.2641288e+000
  1.3046600e+000  5.4348810e+000
