  5.2489695e+000  3.1576852e+000  6.6053002e-001  1.0000000e+000  3.3946998e-001
  7.2891529e+000  7.7420234e+000  5.6886510e-001  1.0000000e+000  4.3113490e-001
  1.6272541e+000  6.9848007e+000  0.0000000e+000  5.7443337e-001  1.0000000e+000
  7.5783333e+000  2.5056464e+000  9.5722573e-001  0.0000000e+000  0.0000000e+000
  7.0609143e+000  6.0843832e+000  1.0000000e+000  7.9722339e-001  0.0000000e+000
  6.5319095e+000  6.5011501e+000  1.0000000e+000  5.8821802e-001  0.0000000e+000
  8.3234454e+000  3.1469140e+000  1.0000000e+000  2.1446965e-001  0.0000000e+000
  3.4254192e+000  1.4793918e+000  0.0000000e+000  0.0000000e+000  5.7649351e-001
  2.9057208e+000  4.7193489e+000  0.0000000e+000  0.0000000e+000  6.1075459e-001
  2.0095316e+000  6.7896918e+000  0.0000000e+000  2.9204583e-001  1.0000000e+000
  7.0641267e+000  7.0642750e+000  9.7292737e-001  1.0000000e+000  2.7072632e-002
  2.2989780e+000  4.5571071e+000  0.0000000e+000  8.0426063e-001  1.0000000e+000
  7.4318725e+000  6.0282144e+000  5.7773176e-001  0.0000000e+000  0.0000000e+000
  2.6579872e+000  1.0788787e+000  0.0000000e+000  5.1653503e-001  1.0000000e+000
  5.2807028e+000  4.1606040e+000  7.8780092e-001  1.0000000e+000  2.1219908e-001
  7.3249835e+000  6.2415045e+000  9.8723192e-001  0.0000000e+000  0.0000000e+000
  3.6617327e+000  8.2158992e+000  0.0000000e+000  6.7809561e-001  1.0000000e+000
  8.2953707e+000  7.2752401e+000  1.0000000e+000  1.7869912e-001  0.0000000e+000
  7.1653292e+000  1.7228751e+000  1.0000000e+000  2.2770181e-002  0.0000000e+000
  6.5822633e+000  8.1127054e+000  3.5205701e-001  1.0000000e+000  6.4794299e-001
  6.3323624e+000  6.7865866e+000  1.0000000e+000  4.9527628e-001  0.0000000e+000
  4.3587783e+000  7.6088064e+000  0.0000000e+000  4.3060035e-001  1.0000000e+000
  6.1594159e+000  3.2690751e+000  9.3601130e-001  1.0000000e+000  6.3988702e-002
  5.4811541e+000  3.5301012e+000  7.4986425e-001  1.0000000e+000  2.5013575e-001
  5.9077921e+000  5.2591948e+000  5.3953694e-001  1.0000000e+000  4.6046306e-001
  7.5870165e+000  6.5191903e+000  1.0000000e+000  8.2885353e-001  0.0000000e+000
  1.9212361e+000  7.4227007e+000  0.0000000e+000  0.0000000e+000  9.9513825e-001
  8.2730836e+000  3.0549170e+000  1.0000000e+000  3.4969844e-001  0.0000000e+000
  8.1296522e+000  6.7614353e+000  1.0000000e+000  1.3517017e-001  0.0000000e+000
  6.1756171e+000  3.3039218e+000  1.6279316e-001  1.0000000e+000  8.3720684e-001
  7.2416569e+000  6.3226373e+000  8.2675100e-001  0.0000000e+000  0.0000000e+000
  7.7291473e+000  3.0226766e+000  6.3392079e-001  0.0000000e+000  0.0000000e+000
  2.3342854e+000  2.2652652e+000  0.0000000e+000  9.8806656e-001  1.0000000e+000
  9.0541170e-001  4.6013020e+000  0.0000000e+000  8.8446633e-001  1.0000000e+000
  3.8533582e+000  1.6083960e+000  0.0000000e+000  4.8035932e-001  1.0000000e+000
  7.3347702e+000  5.8442164e+000  7.5671634e-001  0.0000000e+000  0.0000000e+000
  7.0255046e+000  7.4986550e+000  1.0000000e+000  9.7962698e-001  0.0000000e+000
  1.6814913e+000  6.1008098e+000  0.0000000e+000  2.5740666e-001  1.0000000e+000
  4.1092492e+000  8.3364511e+000  0.0000000e+000  7.4034524e-001  1.0000000e+000
  7.0685814e+000  3.5949261e+000  6.6632697e-001  0.0000000e+000  0.0000000e+000
