   0.0000000e+00   1.6684283e+04   7.3984800e+01   7.3855900e+01   3.2064470e+02   3.1952320e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0019852e+05   3.0444405e+01   8.7064200e+00   8.8704117e+00   1.6898533e+01   1.5605698e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5134337e+01   0.0000000e+00
   1.6666666e-01   1.5833591e+04   6.7627600e+01   6.8821400e+01   3.0487980e+02   3.1067340e+02   6.0116100e+01   6.0737400e+01   2.4291260e+02   2.0698300e+02   2.0085531e+05   9.7386165e+01   9.3320859e+00   9.4325500e+00   2.6887031e+01   2.5556421e+01   7.4849598e+00   7.7201037e+00   1.6817938e+01   1.5438897e+01   5.4083321e+01   0.0000000e+00
   3.3333332e-01   1.5049925e+04   5.5601100e+01   5.5979700e+01   2.5642420e+02   2.7103540e+02   6.3107200e+01   6.2766200e+01   2.7007450e+02   2.6685800e+02   2.0151789e+05   1.6993419e+02   8.6281066e+00   8.9634771e+00   2.7235958e+01   2.6937749e+01   8.0692639e+00   8.1934151e+00   1.7071669e+01   1.7156272e+01   7.0768476e+01   0.0000000e+00
   4.9999998e-01   1.4510474e+04   4.1284000e+01   4.2200500e+01   1.9790200e+02   2.1242980e+02   6.2723400e+01   6.2736200e+01   2.7086660e+02   2.7111060e+02   2.0218061e+05   2.2328397e+02   7.6221226e+00   7.5818763e+00   2.3992265e+01   2.5005583e+01   8.0032055e+00   7.6906387e+00   1.7017220e+01   1.7258782e+01   8.3864991e+01   0.0000000e+00
   6.6666664e-01   1.4196084e+04   3.0091700e+01   3.0305700e+01   1.4400200e+02   1.5583970e+02   6.1865300e+01   6.1900400e+01   2.7041820e+02   2.6994870e+02   2.0284704e+05   2.5467113e+02   6.4175236e+00   6.4662376e+00   2.1031924e+01   2.1508177e+01   7.8296798e+00   7.8342337e+00   1.6800802e+01   1.6275913e+01   9.5541948e+01   0.0000000e+00
   8.3333330e-01   1.4058374e+04   2.0479200e+01   2.1353600e+01   1.0127470e+02   1.1119880e+02   6.2362800e+01   6.2508000e+01   2.6909720e+02   2.6890780e+02   2.0351303e+05   2.7236106e+02   5.6202959e+00   5.7534752e+00   1.7954227e+01   1.8548096e+01   7.8895628e+00   7.8655402e+00   1.7278467e+01   1.7159958e+01   1.0459121e+02   0.0000000e+00
   9.9999996e-01   1.4034960e+04   1.4349100e+01   1.4878100e+01   7.0260400e+01   7.7841800e+01   6.2448800e+01   6.2458600e+01   2.7003850e+02   2.6909680e+02   2.0418047e+05   2.7656957e+02   4.6061644e+00   4.7502733e+00   1.4936040e+01   1.6186809e+01   7.7833050e+00   7.8633243e+00   1.6630486e+01   1.6423702e+01   1.1214484e+02   0.0000000e+00
   1.1666666e+00   1.4112976e+04   1.0033100e+01   1.0204700e+01   4.8857000e+01   5.3960400e+01   6.2719700e+01   6.2616800e+01   2.7068510e+02   2.7052980e+02   2.0485982e+05   2.8083798e+02   4.1691657e+00   3.8884328e+00   1.3106606e+01   1.4143148e+01   8.0341264e+00   7.9620661e+00   1.7398943e+01   1.7373615e+01   1.2717842e+02   0.0000000e+00
   1.3333333e+00   1.4258629e+04   7.0995000e+00   7.0303000e+00   3.4282500e+01   3.7359900e+01   6.2367600e+01   6.3102100e+01   2.7205350e+02   2.7004250e+02   2.0553599e+05   2.8674668e+02   3.3624887e+00   3.2183564e+00   1.1502257e+01   1.1723784e+01   8.2773620e+00   7.9384745e+00   1.7226733e+01   1.7661633e+01   1.3421725e+02   0.0000000e+00
   1.4999999e+00   1.4446405e+04   4.9231000e+00   5.0485000e+00   2.3998300e+01   2.5891200e+01   6.3295900e+01   6.2644200e+01   2.7317520e+02   2.7248530e+02   2.0620675e+05   2.8699441e+02   2.7514984e+00   2.7990590e+00   1.0303665e+01   1.0388097e+01   7.7449430e+00   8.0711908e+00   1.7634551e+01   1.7229216e+01   1.4924958e+02   0.0000000e+00
